code_name,SMILES,charge,multiplicity,unpaired
J3b_reduced,CC(=O)C1=CN(c2ccc(O)cc2)C=C(C)C1,0,1,0
J4a_reduced,[H]C1=CN(c2ccc(O)cc2)C=C(C=O)C1,0,1,0
J4b_reduced,CC1=CN(c2ccc(O)cc2)C=C(C=O)C1,0,1,0
J6a_reduced,[H]C1=CN(c2ccc(O)cc2)C=C(C(=O)OC)C1,0,1,0
J6b_reduced,COC(=O)C1=CN(c2ccc(O)cc2)C=C(C)C1,0,1,0
F1a_reduced,[H]C1=CN(Cc2ccccc2)C=C(C(N)=O)C1,0,1,0
F1b_reduced,CC1=CN(Cc2ccccc2)C=C(C(N)=O)C1,0,1,0
F2a_reduced,[H]C1=CN(Cc2ccccc2)C=C(C#N)C1,0,1,0
F2b_reduced,CC1=CN(Cc2ccccc2)C=C(C#N)C1,0,1,0
F5a_reduced,[H]C1=CN(Cc2ccccc2)C=C(C(=O)[O-])C1,-1,1,0
F5b_reduced,CC1=CN(Cc2ccccc2)C=C(C(=O)[O-])C1,-1,1,0
F3a_reduced,[H]C1=CN(Cc2ccccc2)C=C(C(C)=O)C1,0,1,0
F3b_reduced,CC(=O)C1=CN(Cc2ccccc2)C=C(C)C1,0,1,0
F4a_reduced,[H]C1=CN(Cc2ccccc2)C=C(C=O)C1,0,1,0
F4b_reduced,CC1=CN(Cc2ccccc2)C=C(C=O)C1,0,1,0
F6a_reduced,[H]C1=CN(Cc2ccccc2)C=C(C(=O)OC)C1,0,1,0
F6b_reduced,COC(=O)C1=CN(Cc2ccccc2)C=C(C)C1,0,1,0
G1a_reduced,[H]C1=CN(CCc2ccccc2)C=C(C(N)=O)C1,0,1,0
G1b_reduced,CC1=CN(CCc2ccccc2)C=C(C(N)=O)C1,0,1,0
G2a_reduced,[H]C1=CN(CCc2ccccc2)C=C(C#N)C1,0,1,0
G2b_reduced,CC1=CN(CCc2ccccc2)C=C(C#N)C1,0,1,0
G5a_reduced,[H]C1=CN(CCc2ccccc2)C=C(C(=O)[O-])C1,-1,1,0
G5b_reduced,CC1=CN(CCc2ccccc2)C=C(C(=O)[O-])C1,-1,1,0
G3a_reduced,[H]C1=CN(CCc2ccccc2)C=C(C(C)=O)C1,0,1,0
G3b_reduced,CC(=O)C1=CN(CCc2ccccc2)C=C(C)C1,0,1,0
G4a_reduced,[H]C1=CN(CCc2ccccc2)C=C(C=O)C1,0,1,0
G4b_reduced,CC1=CN(CCc2ccccc2)C=C(C=O)C1,0,1,0
G6a_reduced,[H]C1=CN(CCc2ccccc2)C=C(C(=O)OC)C1,0,1,0
G6b_reduced,COC(=O)C1=CN(CCc2ccccc2)C=C(C)C1,0,1,0
H1a_reduced,[H]C1=CN(CCCc2ccccc2)C=C(C(N)=O)C1,0,1,0
H1b_reduced,CC1=CN(CCCc2ccccc2)C=C(C(N)=O)C1,0,1,0
H2a_reduced,[H]C1=CN(CCCc2ccccc2)C=C(C#N)C1,0,1,0
H2b_reduced,CC1=CN(CCCc2ccccc2)C=C(C#N)C1,0,1,0
H5a_reduced,[H]C1=CN(CCCc2ccccc2)C=C(C(=O)[O-])C1,-1,1,0
H5b_reduced,CC1=CN(CCCc2ccccc2)C=C(C(=O)[O-])C1,-1,1,0
H3a_reduced,[H]C1=CN(CCCc2ccccc2)C=C(C(C)=O)C1,0,1,0
H3b_reduced,CC(=O)C1=CN(CCCc2ccccc2)C=C(C)C1,0,1,0
H4a_reduced,[H]C1=CN(CCCc2ccccc2)C=C(C=O)C1,0,1,0
H4b_reduced,CC1=CN(CCCc2ccccc2)C=C(C=O)C1,0,1,0
H6a_reduced,[H]C1=CN(CCCc2ccccc2)C=C(C(=O)OC)C1,0,1,0
H6b_reduced,COC(=O)C1=CN(CCCc2ccccc2)C=C(C)C1,0,1,0
K1a_reduced,[H]C1=CN(CCc2ccc(C(=O)[O-])cc2)C=C(C(N)=O)C1,-1,1,0
K1b_reduced,CC1=CN(CCc2ccc(C(=O)[O-])cc2)C=C(C(N)=O)C1,-1,1,0
K2a_reduced,[H]C1=CN(CCc2ccc(C(=O)[O-])cc2)C=C(C#N)C1,-1,1,0
K2b_reduced,CC1=CN(CCc2ccc(C(=O)[O-])cc2)C=C(C#N)C1,-1,1,0
K5a_reduced,[H]C1=CN(CCc2ccc(C(=O)[O-])cc2)C=C(C(=O)[O-])C1,-2,1,0
K5b_reduced,CC1=CN(CCc2ccc(C(=O)[O-])cc2)C=C(C(=O)[O-])C1,-2,1,0
K3a_reduced,[H]C1=CN(CCc2ccc(C(=O)[O-])cc2)C=C(C(C)=O)C1,-1,1,0
K3b_reduced,CC(=O)C1=CN(CCc2ccc(C(=O)[O-])cc2)C=C(C)C1,-1,1,0
K4a_reduced,[H]C1=CN(CCc2ccc(C(=O)[O-])cc2)C=C(C=O)C1,-1,1,0
K4b_reduced,CC1=CN(CCc2ccc(C(=O)[O-])cc2)C=C(C=O)C1,-1,1,0
K6a_reduced,[H]C1=CN(CCc2ccc(C(=O)[O-])cc2)C=C(C(=O)OC)C1,-1,1,0
K6b_reduced,COC(=O)C1=CN(CCc2ccc(C(=O)[O-])cc2)C=C(C)C1,-1,1,0
I1a_reduced,[H]C1=CN(CCCCCc2ccccc2)C=C(C(N)=O)C1,0,1,0
I1b_reduced,CC1=CN(CCCCCc2ccccc2)C=C(C(N)=O)C1,0,1,0
I2a_reduced,[H]C1=CN(CCCCCc2ccccc2)C=C(C#N)C1,0,1,0
I2b_reduced,CC1=CN(CCCCCc2ccccc2)C=C(C#N)C1,0,1,0
I5a_reduced,[H]C1=CN(CCCCCc2ccccc2)C=C(C(=O)[O-])C1,-1,1,0
I5b_reduced,CC1=CN(CCCCCc2ccccc2)C=C(C(=O)[O-])C1,-1,1,0
I3a_reduced,[H]C1=CN(CCCCCc2ccccc2)C=C(C(C)=O)C1,0,1,0
I3b_reduced,CC(=O)C1=CN(CCCCCc2ccccc2)C=C(C)C1,0,1,0
I4a_reduced,[H]C1=CN(CCCCCc2ccccc2)C=C(C=O)C1,0,1,0
I4b_reduced,CC1=CN(CCCCCc2ccccc2)C=C(C=O)C1,0,1,0
I6a_reduced,[H]C1=CN(CCCCCc2ccccc2)C=C(C(=O)OC)C1,0,1,0
I6b_reduced,COC(=O)C1=CN(CCCCCc2ccccc2)C=C(C)C1,0,1,0
A1a_degraded,[H]C1C=[N+](C)C=C(C(N)=O)C1,1,1,0
A1b_degraded,CC1C=[N+](C)C=C(C(N)=O)C1,1,1,0
A2a_degraded,[H]C1C=[N+](C)C=C(C#N)C1,1,1,0
A2b_degraded,CC1C=[N+](C)C=C(C#N)C1,1,1,0
A5a_degraded,[H]C1C=[N+](C)C=C(C(=O)[O-])C1,0,1,0
A5b_degraded,CC1C=[N+](C)C=C(C(=O)[O-])C1,0,1,0
A3a_degraded,[H]C1C=[N+](C)C=C(C(C)=O)C1,1,1,0
A3b_degraded,CC(=O)C1=C[N+](C)=CC(C)C1,1,1,0
A4a_degraded,[H]C1C=[N+](C)C=C(C=O)C1,1,1,0
A4b_degraded,CC1C=[N+](C)C=C(C=O)C1,1,1,0
A6a_degraded,[H]C1C=[N+](C)C=C(C(=O)OC)C1,1,1,0
A6b_degraded,COC(=O)C1=C[N+](C)=CC(C)C1,1,1,0
B1a_degraded,[H]C1C=[N+](CCCC)C=C(C(N)=O)C1,1,1,0
B1b_degraded,CCCC[N+]1=CC(C)CC(C(N)=O)=C1,1,1,0
B2a_degraded,[H]C1C=[N+](CCCC)C=C(C#N)C1,1,1,0
B2b_degraded,CCCC[N+]1=CC(C)CC(C#N)=C1,1,1,0
B5a_degraded,[H]C1C=[N+](CCCC)C=C(C(=O)[O-])C1,0,1,0
B5b_degraded,CCCC[N+]1=CC(C)CC(C(=O)[O-])=C1,0,1,0
B3a_degraded,[H]C1C=[N+](CCCC)C=C(C(C)=O)C1,1,1,0
B3b_degraded,CCCC[N+]1=CC(C)CC(C(C)=O)=C1,1,1,0
B4a_degraded,[H]C1C=[N+](CCCC)C=C(C=O)C1,1,1,0
B4b_degraded,CCCC[N+]1=CC(C)CC(C=O)=C1,1,1,0
B6a_degraded,[H]C1C=[N+](CCCC)C=C(C(=O)OC)C1,1,1,0
B6b_degraded,CCCC[N+]1=CC(C)CC(C(=O)OC)=C1,1,1,0
D1a_degraded,[H]C1C=[N+](CCCCCCCC)C=C(C(N)=O)C1,1,1,0
D1b_degraded,CCCCCCCC[N+]1=CC(C)CC(C(N)=O)=C1,1,1,0
D2a_degraded,[H]C1C=[N+](CCCCCCCC)C=C(C#N)C1,1,1,0
D2b_degraded,CCCCCCCC[N+]1=CC(C)CC(C#N)=C1,1,1,0
D5a_degraded,[H]C1C=[N+](CCCCCCCC)C=C(C(=O)[O-])C1,0,1,0
D5b_degraded,CCCCCCCC[N+]1=CC(C)CC(C(=O)[O-])=C1,0,1,0
D3a_degraded,[H]C1C=[N+](CCCCCCCC)C=C(C(C)=O)C1,1,1,0
D3b_degraded,CCCCCCCC[N+]1=CC(C)CC(C(C)=O)=C1,1,1,0
D4a_degraded,[H]C1C=[N+](CCCCCCCC)C=C(C=O)C1,1,1,0
D4b_degraded,CCCCCCCC[N+]1=CC(C)CC(C=O)=C1,1,1,0
D6a_degraded,[H]C1C=[N+](CCCCCCCC)C=C(C(=O)OC)C1,1,1,0
D6b_degraded,CCCCCCCC[N+]1=CC(C)CC(C(=O)OC)=C1,1,1,0
C1a_degraded,[H]C1C=[N+](CCCCO)C=C(C(N)=O)C1,1,1,0
C1b_degraded,CC1C=[N+](CCCCO)C=C(C(N)=O)C1,1,1,0
C2a_degraded,[H]C1C=[N+](CCCCO)C=C(C#N)C1,1,1,0
C2b_degraded,CC1C=[N+](CCCCO)C=C(C#N)C1,1,1,0
C5a_degraded,[H]C1C=[N+](CCCCO)C=C(C(=O)[O-])C1,0,1,0
C5b_degraded,CC1C=[N+](CCCCO)C=C(C(=O)[O-])C1,0,1,0
C3a_degraded,[H]C1C=[N+](CCCCO)C=C(C(C)=O)C1,1,1,0
C3b_degraded,CC(=O)C1=C[N+](CCCCO)=CC(C)C1,1,1,0
C4a_degraded,[H]C1C=[N+](CCCCO)C=C(C=O)C1,1,1,0
C4b_degraded,CC1C=[N+](CCCCO)C=C(C=O)C1,1,1,0
C6a_degraded,[H]C1C=[N+](CCCCO)C=C(C(=O)OC)C1,1,1,0
C6b_degraded,COC(=O)C1=C[N+](CCCCO)=CC(C)C1,1,1,0
E1a_degraded,[H]C1C=[N+](c2ccccc2)C=C(C(N)=O)C1,1,1,0
E1b_degraded,CC1C=[N+](c2ccccc2)C=C(C(N)=O)C1,1,1,0
E2a_degraded,[H]C1C=[N+](c2ccccc2)C=C(C#N)C1,1,1,0
E2b_degraded,CC1C=[N+](c2ccccc2)C=C(C#N)C1,1,1,0
E5a_degraded,[H]C1C=[N+](c2ccccc2)C=C(C(=O)[O-])C1,0,1,0
E5b_degraded,CC1C=[N+](c2ccccc2)C=C(C(=O)[O-])C1,0,1,0
E3a_degraded,[H]C1C=[N+](c2ccccc2)C=C(C(C)=O)C1,1,1,0
E3b_degraded,CC(=O)C1=C[N+](c2ccccc2)=CC(C)C1,1,1,0
E4a_degraded,[H]C1C=[N+](c2ccccc2)C=C(C=O)C1,1,1,0
E4b_degraded,CC1C=[N+](c2ccccc2)C=C(C=O)C1,1,1,0
E6a_degraded,[H]C1C=[N+](c2ccccc2)C=C(C(=O)OC)C1,1,1,0
E6b_degraded,COC(=O)C1=C[N+](c2ccccc2)=CC(C)C1,1,1,0
J1a_degraded,[H]C1C=[N+](c2ccc(O)cc2)C=C(C(N)=O)C1,1,1,0
J1b_degraded,CC1C=[N+](c2ccc(O)cc2)C=C(C(N)=O)C1,1,1,0
J2a_degraded,[H]C1C=[N+](c2ccc(O)cc2)C=C(C#N)C1,1,1,0
J2b_degraded,CC1C=[N+](c2ccc(O)cc2)C=C(C#N)C1,1,1,0
J5a_degraded,[H]C1C=[N+](c2ccc(O)cc2)C=C(C(=O)[O-])C1,0,1,0
J5b_degraded,CC1C=[N+](c2ccc(O)cc2)C=C(C(=O)[O-])C1,0,1,0
J3a_degraded,[H]C1C=[N+](c2ccc(O)cc2)C=C(C(C)=O)C1,1,1,0
J3b_degraded,CC(=O)C1=C[N+](c2ccc(O)cc2)=CC(C)C1,1,1,0
J4a_degraded,[H]C1C=[N+](c2ccc(O)cc2)C=C(C=O)C1,1,1,0
J4b_degraded,CC1C=[N+](c2ccc(O)cc2)C=C(C=O)C1,1,1,0
J6a_degraded,[H]C1C=[N+](c2ccc(O)cc2)C=C(C(=O)OC)C1,1,1,0
J6b_degraded,COC(=O)C1=C[N+](c2ccc(O)cc2)=CC(C)C1,1,1,0
F1a_degraded,[H]C1C=[N+](Cc2ccccc2)C=C(C(N)=O)C1,1,1,0
F1b_degraded,CC1C=[N+](Cc2ccccc2)C=C(C(N)=O)C1,1,1,0
F2a_degraded,[H]C1C=[N+](Cc2ccccc2)C=C(C#N)C1,1,1,0
F2b_degraded,CC1C=[N+](Cc2ccccc2)C=C(C#N)C1,1,1,0
F5a_degraded,[H]C1C=[N+](Cc2ccccc2)C=C(C(=O)[O-])C1,0,1,0
F5b_degraded,CC1C=[N+](Cc2ccccc2)C=C(C(=O)[O-])C1,0,1,0
F3a_degraded,[H]C1C=[N+](Cc2ccccc2)C=C(C(C)=O)C1,1,1,0
F3b_degraded,CC(=O)C1=C[N+](Cc2ccccc2)=CC(C)C1,1,1,0
F4a_degraded,[H]C1C=[N+](Cc2ccccc2)C=C(C=O)C1,1,1,0
F4b_degraded,CC1C=[N+](Cc2ccccc2)C=C(C=O)C1,1,1,0
F6a_degraded,[H]C1C=[N+](Cc2ccccc2)C=C(C(=O)OC)C1,1,1,0
F6b_degraded,COC(=O)C1=C[N+](Cc2ccccc2)=CC(C)C1,1,1,0
G1a_degraded,[H]C1C=[N+](CCc2ccccc2)C=C(C(N)=O)C1,1,1,0
G1b_degraded,CC1C=[N+](CCc2ccccc2)C=C(C(N)=O)C1,1,1,0
G2a_degraded,[H]C1C=[N+](CCc2ccccc2)C=C(C#N)C1,1,1,0
G2b_degraded,CC1C=[N+](CCc2ccccc2)C=C(C#N)C1,1,1,0
G5a_degraded,[H]C1C=[N+](CCc2ccccc2)C=C(C(=O)[O-])C1,0,1,0
G5b_degraded,CC1C=[N+](CCc2ccccc2)C=C(C(=O)[O-])C1,0,1,0
G3a_degraded,[H]C1C=[N+](CCc2ccccc2)C=C(C(C)=O)C1,1,1,0
G3b_degraded,CC(=O)C1=C[N+](CCc2ccccc2)=CC(C)C1,1,1,0
G4a_degraded,[H]C1C=[N+](CCc2ccccc2)C=C(C=O)C1,1,1,0
G4b_degraded,CC1C=[N+](CCc2ccccc2)C=C(C=O)C1,1,1,0
G6a_degraded,[H]C1C=[N+](CCc2ccccc2)C=C(C(=O)OC)C1,1,1,0
G6b_degraded,COC(=O)C1=C[N+](CCc2ccccc2)=CC(C)C1,1,1,0
H1a_degraded,[H]C1C=[N+](CCCc2ccccc2)C=C(C(N)=O)C1,1,1,0
H1b_degraded,CC1C=[N+](CCCc2ccccc2)C=C(C(N)=O)C1,1,1,0
H2a_degraded,[H]C1C=[N+](CCCc2ccccc2)C=C(C#N)C1,1,1,0
H2b_degraded,CC1C=[N+](CCCc2ccccc2)C=C(C#N)C1,1,1,0
H5a_degraded,[H]C1C=[N+](CCCc2ccccc2)C=C(C(=O)[O-])C1,0,1,0
H5b_degraded,CC1C=[N+](CCCc2ccccc2)C=C(C(=O)[O-])C1,0,1,0
H3a_degraded,[H]C1C=[N+](CCCc2ccccc2)C=C(C(C)=O)C1,1,1,0
H3b_degraded,CC(=O)C1=C[N+](CCCc2ccccc2)=CC(C)C1,1,1,0
H4a_degraded,[H]C1C=[N+](CCCc2ccccc2)C=C(C=O)C1,1,1,0
H4b_degraded,CC1C=[N+](CCCc2ccccc2)C=C(C=O)C1,1,1,0
H6a_degraded,[H]C1C=[N+](CCCc2ccccc2)C=C(C(=O)OC)C1,1,1,0
H6b_degraded,COC(=O)C1=C[N+](CCCc2ccccc2)=CC(C)C1,1,1,0
K1a_degraded,[H]C1C=[N+](CCc2ccc(C(=O)[O-])cc2)C=C(C(N)=O)C1,0,1,0
K1b_degraded,CC1C=[N+](CCc2ccc(C(=O)[O-])cc2)C=C(C(N)=O)C1,0,1,0
K2a_degraded,[H]C1C=[N+](CCc2ccc(C(=O)[O-])cc2)C=C(C#N)C1,0,1,0
K2b_degraded,CC1C=[N+](CCc2ccc(C(=O)[O-])cc2)C=C(C#N)C1,0,1,0
K5a_degraded,[H]C1C=[N+](CCc2ccc(C(=O)[O-])cc2)C=C(C(=O)[O-])C1,-1,1,0
K5b_degraded,CC1C=[N+](CCc2ccc(C(=O)[O-])cc2)C=C(C(=O)[O-])C1,-1,1,0
K3a_degraded,[H]C1C=[N+](CCc2ccc(C(=O)[O-])cc2)C=C(C(C)=O)C1,0,1,0
K3b_degraded,CC(=O)C1=C[N+](CCc2ccc(C(=O)[O-])cc2)=CC(C)C1,0,1,0
K4a_degraded,[H]C1C=[N+](CCc2ccc(C(=O)[O-])cc2)C=C(C=O)C1,0,1,0
K4b_degraded,CC1C=[N+](CCc2ccc(C(=O)[O-])cc2)C=C(C=O)C1,0,1,0
K6a_degraded,[H]C1C=[N+](CCc2ccc(C(=O)[O-])cc2)C=C(C(=O)OC)C1,0,1,0
K6b_degraded,COC(=O)C1=C[N+](CCc2ccc(C(=O)[O-])cc2)=CC(C)C1,0,1,0
I1a_degraded,[H]C1C=[N+](CCCCCc2ccccc2)C=C(C(N)=O)C1,1,1,0
I1b_degraded,CC1C=[N+](CCCCCc2ccccc2)C=C(C(N)=O)C1,1,1,0
I2a_degraded,[H]C1C=[N+](CCCCCc2ccccc2)C=C(C#N)C1,1,1,0
I2b_degraded,CC1C=[N+](CCCCCc2ccccc2)C=C(C#N)C1,1,1,0
I5a_degraded,[H]C1C=[N+](CCCCCc2ccccc2)C=C(C(=O)[O-])C1,0,1,0
I5b_degraded,CC1C=[N+](CCCCCc2ccccc2)C=C(C(=O)[O-])C1,0,1,0
I3a_degraded,[H]C1C=[N+](CCCCCc2ccccc2)C=C(C(C)=O)C1,1,1,0
I3b_degraded,CC(=O)C1=C[N+](CCCCCc2ccccc2)=CC(C)C1,1,1,0
I4a_degraded,[H]C1C=[N+](CCCCCc2ccccc2)C=C(C=O)C1,1,1,0
I4b_degraded,CC1C=[N+](CCCCCc2ccccc2)C=C(C=O)C1,1,1,0
I6a_degraded,[H]C1C=[N+](CCCCCc2ccccc2)C=C(C(=O)OC)C1,1,1,0
I6b_degraded,COC(=O)C1=C[N+](CCCCCc2ccccc2)=CC(C)C1,1,1,0
